epoch,baroque,camo,color block,leopard,solid color,,
0,0.28125,0.969465648854962,0.864077670481598,0.957627118644068,0.436893203883495,,0.701862728372825
1,0.71875,0.412213740913013,0.766990292419508,0.186440677966102,0.825242718446602,,0.581927485949045
2,0.791666666666667,0.99236641221374,0.582524273580718,0.906779661016949,0.864077669902913,,0.827482936676197
3,0.645833333333333,0.931297709923664,0.883495146209754,0.906779661016949,0.533980584260329,,0.780277286948806
4,0.864583333333333,0.809160305798509,0.864077669902913,0.889830508474576,0.631067961743734,,0.811743955850613
5,0.541666666666667,0.931297710378661,0.737864078248589,0.915254237288135,0.805825243297132,,0.786381587175837
6,0.833333333333333,1,0.815533981739896,0.838983050847458,0.747572816112666,,0.847084636406671
7,0.708333333333333,0.969465648854962,0.737864077669903,0.940677966101695,0.825242719603974,,0.836316749112773
8,0.916666666666667,0.984732824427481,0.543689321545721,0.88135593220339,0.951456310679612,,0.855580211104574
9,0.958333333333333,0.954198473282443,0.679611652221495,0.88135593220339,0.834951457468051,,0.861690169701742
10,0.291666666666667,0.877862595647346,0.504854369221382,0.923728813559322,0.970873786407767,,0.713797246300497
11,0.958333333333333,0.977099236641221,0.718446602520433,0.838983050847458,0.854368932617521,,0.869446231191993
12,0.854166666666667,0.969465649309959,0.737864078827275,0.889830508474576,0.854368932038835,,0.861139167063462
13,0.729166666666667,0.977099236641221,0.786407766990291,0.940677966101695,0.825242719025288,,0.851718871085032
14,0.947916666666667,0.946564885496183,0.844660194753443,0.872881355932203,0.747572816691352,,0.87191918390797
15,0.927083333333333,0.99236641221374,0.902912621359223,0.73728813559322,0.660194175914653,,0.843968935682834
16,0.885416666666667,0.969465648854962,0.796116506011741,0.949152542372881,0.854368932617521,,0.890904059304754
17,0.739583333333333,0.938931298164921,0.728155340963197,0.932203389830508,0.87378640776699,,0.84253195401179
18,0.875,0.916030534806142,0.73786407940596,0.898305084745763,0.883495146209754,,0.862138969033524
19,0.916666666666667,0.916030534351145,0.805825243297132,0.779661015938904,0.825242718446602,,0.84868523574009
20,0.822916666666667,1,0.873786408345676,0.949152542372881,0.747572815533981,,0.878685686583841
21,0.8125,0.969465648854962,0.650485438629261,0.898305084745763,0.883495146209754,,0.842850263687948
22,0.75,0.977099236641221,0.815533981739896,0.949152542372881,0.728155340963197,,0.843988220343439
23,0.927083333333333,0.961832061068702,0.466019417765071,0.898305084745763,0.951456311258298,,0.840939241634233
24,0.791666666666667,0.885496183661104,0.854368932038835,0.88135593220339,0.766990291840822,,0.835975601282163
25,0.916666666666667,1,0.844660194753443,0.898305084745763,0.786407767568977,,0.88920794274697
26,0.885416666666667,0.99236641221374,0.796116505433055,0.889830508474576,0.844660194753443,,0.881678057508296
27,0.90625,0.816793893129771,0.6893203889282,0.949152542372881,0.912621359801987,,0.854827636846568
28,0.802083333333333,0.938931298164921,0.805825243297132,0.923728813559322,0.912621359223301,,0.876638009515602
29,0.84375,0.969465649309959,0.805825243297132,0.923728813559322,0.825242719025288,,0.87360248503834
30,0.84375,0.984732824427481,0.708737864656356,0.949152542372881,0.951456310679612,,0.887565908427266
31,0.854166666666667,0.900763359233623,0.834951456889365,0.864406779661017,0.83495145631068,,0.85784794375227
32,0.916666666666667,0.946564885496183,0.728155340384511,0.745762710854159,0.922330097087379,,0.85189594009778
33,0.8125,0.99236641221374,0.601941748730187,0.932203389830508,0.902912621937909,,0.848384834542469
34,0.958333333333333,0.984732824427481,0.718446602520433,0.864406779661017,0.864077670481598,,0.877999442084773
35,0.927083333333333,0.984732824427481,0.81553398116121,0.898305084745763,0.873786408345676,,0.899888326402693
36,0.958333333333333,0.946564885496183,0.708737865235042,0.898305084745763,0.893203884073832,,0.88102901057683
37,0.697916666666667,0.961832061068702,0.88349514678844,0.966101694915254,0.766990292419508,,0.855267172371714
38,0.90625,0.969465648854962,0.844660194174757,0.889830508474576,0.805825243875818,,0.883206319076023
39,0.979166666666667,0.961832061068702,0.747572816691352,0.847457627118644,0.844660195332129,,0.876137873375499
40,0.864583333333333,0.908396946564885,0.825242719025288,0.949152542372881,0.805825243875818,,0.870640157034441
41,0.947916666666667,0.862595419847328,0.786407767568977,0.932203389830508,0.844660194753443,,0.874756687733385
42,0.625,0.977099236641221,0.844660194753443,0.957627118644068,0.844660194753443,,0.849809348958435
43,0.822916666666667,0.984732824882478,0.805825243297132,0.957627118644068,0.834951457468051,,0.881210662191679
44,0.854166666666667,0.984732824427481,0.737864078248589,0.949152542372881,0.893203883495146,,0.883823999042153
45,0.84375,0.984732824427481,0.912621359801987,0.932203389830508,0.864077670481598,,0.907477048908315
46,0.885416666666667,0.977099236641221,0.825242719603974,0.932203389830508,0.932038834951456,,0.910400169538765
47,0.645833333333333,0.984732824427481,0.854368932617521,0.949152542372881,0.864077670481598,,0.859633060646563
48,0.864583333333333,0.977099236641221,0.796116505433055,0.949152542372881,0.961165048543689,,0.909623333264836
49,0.9375,0.99236641221374,0.75728155455543,0.949152542372881,0.922330097666065,,0.911726121361623
